"participant_id",        "condition",        "response_format",        "block",        "training_trial_count",        "test_trial_count",        "trial_index",        "target_truth_value",        "target_content_type",        "linguistic_prompt",        "target_image",        "images_in_presentation_order_0",        "images_in_presentation_order_1",        "images_in_presentation_order_2",        "images_in_presentation_order_3",        "response",        "time_elapsed",        "rt"
"xutch6kmja","truth","radio","test","na","10","21","ff","def_ex","The blue circle is next to the triangle.","pilot_scenes/def_ex-ff-2.jpg","pilot_scenes/def_ex-tf-1.jpg","pilot_scenes/def_ex-tf-2.jpg","pilot_scenes/def_ex-ff-2.jpg","pilot_scenes/def_ex-ft-2.jpg","False","107625","6448"
"xutch6kmja","truth","radio","test","na","11","22","ff","arc","The circle, which is blue, is right of the triangle.","pilot_scenes/arc-ff-2.jpg","pilot_scenes/arc-ff-2.jpg","pilot_scenes/arc-tt-2.jpg","pilot_scenes/arc-ff-1.jpg","pilot_scenes/arc-ff-1.jpg","False","114553","6927"
"xutch6kmja","truth","radio","test","na","12","23","ft","def_un","The circle is left of the triangle.","pilot_scenes/def_un-ft-2.jpg","pilot_scenes/def_un-tt-1.jpg","pilot_scenes/def_un-ft-1.jpg","pilot_scenes/def_un-ft-2.jpg","pilot_scenes/def_un-ft-1.jpg","False","120201","5647"
"xutch6kmja","truth","radio","test","na","13","24","ft","only","Only the square is green.","pilot_scenes/only-ft-1.jpg","pilot_scenes/only-ft-2.jpg","pilot_scenes/only-tf-1.jpg","pilot_scenes/only-ft-1.jpg","pilot_scenes/only-ft-2.jpg","False","123274","3071"
"xutch6kmja","truth","radio","test","na","14","25","ft","ana","The triangle is orange too.","pilot_scenes/ana-ft-2.jpg","pilot_scenes/ana-tt-2.jpg","pilot_scenes/ana-tf-1.jpg","pilot_scenes/ana-ft-2.jpg","pilot_scenes/ana-tf-2.jpg","False","127690","4415"
"xutch6kmja","truth","radio","test","na","15","26","ff","arc","The circle, which is blue, is right of the triangle.","pilot_scenes/arc-ff-2.jpg","pilot_scenes/arc-ff-2.jpg","pilot_scenes/arc-tt-1.jpg","pilot_scenes/arc-tt-1.jpg","pilot_scenes/arc-ff-2.jpg","False","136234","8543"
"xutch6kmja","truth","radio","test","na","16","27","tf","ana","The triangle is orange too.","pilot_scenes/ana-tf-1.jpg","pilot_scenes/ana-tf-1.jpg","pilot_scenes/ana-tt-1.jpg","pilot_scenes/ana-tf-2.jpg","pilot_scenes/ana-tf-1.jpg","False","140841","4606"
"xutch6kmja","truth","radio","test","na","17","28","tf","arc","The circle, which is blue, is right of the triangle.","pilot_scenes/arc-tf-1.jpg","pilot_scenes/arc-tf-2.jpg","pilot_scenes/arc-ft-2.jpg","pilot_scenes/arc-tt-2.jpg","pilot_scenes/arc-tf-1.jpg","False","148719","7877"
"xutch6kmja","truth","radio","test","na","18","29","ft","def_un","The circle is left of the triangle.","pilot_scenes/def_un-ft-2.jpg","pilot_scenes/def_un-ff-1.jpg","pilot_scenes/def_un-ft-2.jpg","pilot_scenes/def_un-ft-2.jpg","pilot_scenes/def_un-ft-1.jpg","False","155037","6317"
"xutch6kmja","truth","radio","test","na","19","30","ff","con","The square is orange and is left of the circle.","pilot_scenes/con-ff-2.jpg","pilot_scenes/con-tf-1.jpg","pilot_scenes/con-tf-2.jpg","pilot_scenes/con-ff-2.jpg","pilot_scenes/con-tt-1.jpg","False","162032","6994"
"xutch6kmja","truth","radio","test","na","20","31","ft","def_ex","The blue circle is next to the triangle.","pilot_scenes/def_ex-ft-2.jpg","pilot_scenes/def_ex-ff-1.jpg","pilot_scenes/def_ex-tf-2.jpg","pilot_scenes/def_ex-ft-2.jpg","pilot_scenes/def_ex-tf-2.jpg","False","167711","5678"
"xutch6kmja","truth","radio","test","na","21","32","ff","arc","The circle, which is blue, is right of the triangle.","pilot_scenes/arc-ff-1.jpg","pilot_scenes/arc-ff-1.jpg","pilot_scenes/arc-tt-2.jpg","pilot_scenes/arc-ff-2.jpg","pilot_scenes/arc-tt-1.jpg","False","175815","8102"
"xutch6kmja","truth","radio","test","na","22","33","tt","def_ex","The blue circle is next to the triangle.","pilot_scenes/def_ex-tt-2.jpg","pilot_scenes/def_ex-ff-2.jpg","pilot_scenes/def_ex-tt-2.jpg","pilot_scenes/def_ex-ft-1.jpg","pilot_scenes/def_ex-ft-2.jpg","True","185699","9883"
"xutch6kmja","truth","radio","test","na","23","34","ff","only","Only the square is green.","pilot_scenes/only-ff-1.jpg","pilot_scenes/only-tf-2.jpg","pilot_scenes/only-tf-1.jpg","pilot_scenes/only-ff-1.jpg","pilot_scenes/only-ft-2.jpg","False","191574","5874"
"xutch6kmja","truth","radio","test","na","24","35","ff","def_un","The circle is left of the triangle.","pilot_scenes/def_un-ff-2.jpg","pilot_scenes/def_un-tt-1.jpg","pilot_scenes/def_un-ff-1.jpg","pilot_scenes/def_un-ff-2.jpg","pilot_scenes/def_un-ff-2.jpg","False","227426","35852"
"xutch6kmja","truth","radio","test","na","25","36","ft","only","Only the square is green.","pilot_scenes/only-ft-2.jpg","pilot_scenes/only-tf-1.jpg","pilot_scenes/only-ft-1.jpg","pilot_scenes/only-ft-2.jpg","pilot_scenes/only-ft-1.jpg","False","235497","8070"
"xutch6kmja","truth","radio","test","na","26","37","tt","def_un","The circle is left of the triangle.","pilot_scenes/def_un-tt-1.jpg","pilot_scenes/def_un-tf-1.jpg","pilot_scenes/def_un-tt-1.jpg","pilot_scenes/def_un-tf-2.jpg","pilot_scenes/def_un-ff-2.jpg","True","239924","4425"
"xutch6kmja","truth","radio","test","na","27","38","tf","def_un","The circle is left of the triangle.","pilot_scenes/def_un-tf-2.jpg","pilot_scenes/def_un-ff-1.jpg","pilot_scenes/def_un-ff-2.jpg","pilot_scenes/def_un-tf-2.jpg","pilot_scenes/def_un-tf-2.jpg","True","246382","6458"
"xutch6kmja","truth","radio","test","na","28","39","tt","ana","The triangle is orange too.","pilot_scenes/ana-tt-1.jpg","pilot_scenes/ana-ft-2.jpg","pilot_scenes/ana-ff-2.jpg","pilot_scenes/ana-tt-1.jpg","pilot_scenes/ana-ff-2.jpg","True","256563","10180"
"xutch6kmja","truth","radio","test","na","29","40","tf","con","The square is orange and is left of the circle.","pilot_scenes/con-tf-1.jpg","pilot_scenes/con-tt-2.jpg","pilot_scenes/con-tt-2.jpg","pilot_scenes/con-tf-1.jpg","pilot_scenes/con-tf-1.jpg","False","260647","4083"
"xutch6kmja","truth","radio","test","na","30","41","ft","con","The square is orange and is left of the circle.","pilot_scenes/con-ft-2.jpg","pilot_scenes/con-tt-2.jpg","pilot_scenes/con-ft-2.jpg","pilot_scenes/con-tt-1.jpg","pilot_scenes/con-ff-2.jpg","False","265683","5034"
