"participant_id",        "condition",        "response_format",        "block",        "training_trial_count",        "test_trial_count",        "trial_index",        "target_truth_value",        "target_content_type",        "linguistic_prompt",        "target_image",        "images_in_presentation_order_0",        "images_in_presentation_order_1",        "images_in_presentation_order_2",        "images_in_presentation_order_3",        "response",        "time_elapsed",        "rt"
"u8eyeu6zal","acceptability","radio","test","na","9","20","ff","only","Only the square is green.","pilot_scenes/only-ff-1.jpg","pilot_scenes/only-tt-1.jpg","pilot_scenes/only-ff-1.jpg","pilot_scenes/only-tf-1.jpg","pilot_scenes/only-ft-2.jpg","Unacceptable","175077","7612"
"u8eyeu6zal","acceptability","radio","test","na","10","21","ft","ana","The triangle is orange too.","pilot_scenes/ana-ft-2.jpg","pilot_scenes/ana-ft-2.jpg","pilot_scenes/ana-tf-1.jpg","pilot_scenes/ana-tt-1.jpg","pilot_scenes/ana-ft-2.jpg","Unacceptable","180225","5146"
"u8eyeu6zal","acceptability","radio","test","na","11","22","tt","def_un","The circle is left of the triangle.","pilot_scenes/def_un-tt-1.jpg","pilot_scenes/def_un-tt-1.jpg","pilot_scenes/def_un-tt-1.jpg","pilot_scenes/def_un-tf-1.jpg","pilot_scenes/def_un-ff-2.jpg","Acceptable","185474","5246"
"u8eyeu6zal","acceptability","radio","test","na","12","23","ff","con","The square is orange and is left of the circle.","pilot_scenes/con-ff-1.jpg","pilot_scenes/con-ft-2.jpg","pilot_scenes/con-tt-1.jpg","pilot_scenes/con-ff-1.jpg","pilot_scenes/con-ff-1.jpg","Acceptable","192123","6645"
"u8eyeu6zal","acceptability","radio","test","na","13","24","tf","arc","The circle, which is blue, is right of the triangle.","pilot_scenes/arc-tf-1.jpg","pilot_scenes/arc-tf-2.jpg","pilot_scenes/arc-tf-1.jpg","pilot_scenes/arc-tf-1.jpg","pilot_scenes/arc-tt-1.jpg","Unacceptable","201487","9361"
"u8eyeu6zal","acceptability","radio","test","na","14","25","tf","arc","The circle, which is blue, is right of the triangle.","pilot_scenes/arc-tf-2.jpg","pilot_scenes/arc-ff-1.jpg","pilot_scenes/arc-tt-2.jpg","pilot_scenes/arc-ff-1.jpg","pilot_scenes/arc-tf-2.jpg","Unacceptable","211198","9709"
"u8eyeu6zal","acceptability","radio","test","na","15","26","tf","ana","The triangle is orange too.","pilot_scenes/ana-tf-2.jpg","pilot_scenes/ana-tt-1.jpg","pilot_scenes/ana-ff-1.jpg","pilot_scenes/ana-ff-1.jpg","pilot_scenes/ana-tf-2.jpg","Unacceptable","215550","4350"
"u8eyeu6zal","acceptability","radio","test","na","16","27","tt","ana","The triangle is orange too.","pilot_scenes/ana-tt-1.jpg","pilot_scenes/ana-ff-1.jpg","pilot_scenes/ana-ff-2.jpg","pilot_scenes/ana-tt-1.jpg","pilot_scenes/ana-ff-1.jpg","Acceptable","218699","3147"
"u8eyeu6zal","acceptability","radio","test","na","17","28","tt","only","Only the square is green.","pilot_scenes/only-tt-2.jpg","pilot_scenes/only-ft-2.jpg","pilot_scenes/only-ff-2.jpg","pilot_scenes/only-tf-1.jpg","pilot_scenes/only-tt-2.jpg","Acceptable","222572","3871"
"u8eyeu6zal","acceptability","radio","test","na","18","29","tf","def_ex","The blue circle is next to the triangle.","pilot_scenes/def_ex-tf-1.jpg","pilot_scenes/def_ex-ft-1.jpg","pilot_scenes/def_ex-tf-2.jpg","pilot_scenes/def_ex-ff-1.jpg","pilot_scenes/def_ex-tf-1.jpg","Unacceptable","228077","5503"
"u8eyeu6zal","acceptability","radio","test","na","19","30","ff","only","Only the square is green.","pilot_scenes/only-ff-2.jpg","pilot_scenes/only-tf-2.jpg","pilot_scenes/only-ft-2.jpg","pilot_scenes/only-tf-2.jpg","pilot_scenes/only-ff-2.jpg","Unacceptable","231812","3734"
"u8eyeu6zal","acceptability","radio","test","na","20","31","tf","def_ex","The blue circle is next to the triangle.","pilot_scenes/def_ex-tf-2.jpg","pilot_scenes/def_ex-tt-2.jpg","pilot_scenes/def_ex-tf-2.jpg","pilot_scenes/def_ex-tf-2.jpg","pilot_scenes/def_ex-ff-2.jpg","Unacceptable","238274","6460"
"u8eyeu6zal","acceptability","radio","test","na","21","32","tf","con","The square is orange and is left of the circle.","pilot_scenes/con-tf-1.jpg","pilot_scenes/con-tf-2.jpg","pilot_scenes/con-ff-1.jpg","pilot_scenes/con-tf-1.jpg","pilot_scenes/con-tt-2.jpg","Unacceptable","261268","22992"
"u8eyeu6zal","acceptability","radio","test","na","22","33","tt","def_un","The circle is left of the triangle.","pilot_scenes/def_un-tt-1.jpg","pilot_scenes/def_un-tt-1.jpg","pilot_scenes/def_un-ff-1.jpg","pilot_scenes/def_un-ft-2.jpg","pilot_scenes/def_un-tf-2.jpg","Acceptable","270635","9366"
"u8eyeu6zal","acceptability","radio","test","na","23","34","ft","con","The square is orange and is left of the circle.","pilot_scenes/con-ft-1.jpg","pilot_scenes/con-ff-2.jpg","pilot_scenes/con-tt-1.jpg","pilot_scenes/con-ft-1.jpg","pilot_scenes/con-tt-1.jpg","Unacceptable","389087","118450"
"u8eyeu6zal","acceptability","radio","test","na","24","35","tf","def_ex","The blue circle is next to the triangle.","pilot_scenes/def_ex-tf-1.jpg","pilot_scenes/def_ex-tt-2.jpg","pilot_scenes/def_ex-ft-2.jpg","pilot_scenes/def_ex-tt-1.jpg","pilot_scenes/def_ex-tf-1.jpg","Unacceptable","393034","3945"
"u8eyeu6zal","acceptability","radio","test","na","25","36","ff","con","The square is orange and is left of the circle.","pilot_scenes/con-ff-2.jpg","pilot_scenes/con-ff-1.jpg","pilot_scenes/con-ff-1.jpg","pilot_scenes/con-ff-2.jpg","pilot_scenes/con-ft-1.jpg","Unacceptable","397167","4131"
"u8eyeu6zal","acceptability","radio","test","na","26","37","ff","arc","The circle, which is blue, is right of the triangle.","pilot_scenes/arc-ff-2.jpg","pilot_scenes/arc-ff-2.jpg","pilot_scenes/arc-ft-1.jpg","pilot_scenes/arc-ft-1.jpg","pilot_scenes/arc-ft-1.jpg","Unacceptable","400533","3363"
"u8eyeu6zal","acceptability","radio","test","na","27","38","tf","only","Only the square is green.","pilot_scenes/only-tf-2.jpg","pilot_scenes/only-tt-2.jpg","pilot_scenes/only-ft-2.jpg","pilot_scenes/only-tf-1.jpg","pilot_scenes/only-tf-2.jpg","Unacceptable","404099","3564"
"u8eyeu6zal","acceptability","radio","test","na","28","39","tf","arc","The circle, which is blue, is right of the triangle.","pilot_scenes/arc-tf-2.jpg","pilot_scenes/arc-tt-1.jpg","pilot_scenes/arc-ff-1.jpg","pilot_scenes/arc-tf-2.jpg","pilot_scenes/arc-tf-2.jpg","Unacceptable","408314","4212"
"u8eyeu6zal","acceptability","radio","test","na","29","40","tf","con","The square is orange and is left of the circle.","pilot_scenes/con-tf-2.jpg","pilot_scenes/con-tf-2.jpg","pilot_scenes/con-ft-1.jpg","pilot_scenes/con-tf-1.jpg","pilot_scenes/con-ff-1.jpg","Unacceptable","417711","9395"
"u8eyeu6zal","acceptability","radio","test","na","30","41","tt","arc","The circle, which is blue, is right of the triangle.","pilot_scenes/arc-tt-1.jpg","pilot_scenes/arc-ff-1.jpg","pilot_scenes/arc-tt-2.jpg","pilot_scenes/arc-tt-1.jpg","pilot_scenes/arc-ff-2.jpg","Acceptable","423060","5346"
