"participant_id",        "condition",        "response_format",        "block",        "training_trial_count",        "test_trial_count",        "trial_index",        "target_truth_value",        "target_content_type",        "linguistic_prompt",        "target_image",        "images_in_presentation_order_0",        "images_in_presentation_order_1",        "images_in_presentation_order_2",        "images_in_presentation_order_3",        "response",        "time_elapsed",        "rt"
"d18tg2yua5","acceptability","slider","test","na","4","19","tf","ana","The triangle is orange too.","pilot_scenes/ana-tf-2.jpg","pilot_scenes/ana-tf-2.jpg","pilot_scenes/ana-tf-2.jpg","pilot_scenes/ana-tf-2.jpg","pilot_scenes/ana-ft-2.jpg","60","319553","12502"
"d18tg2yua5","acceptability","slider","test","na","5","20","ft","con","The square is orange and is left of the circle.","pilot_scenes/con-ft-2.jpg","pilot_scenes/con-tt-1.jpg","pilot_scenes/con-ft-2.jpg","pilot_scenes/con-ft-2.jpg","pilot_scenes/con-tt-1.jpg","36","330776","11218"
"d18tg2yua5","acceptability","slider","test","na","6","21","ff","only","Only the square is green.","pilot_scenes/only-ff-2.jpg","pilot_scenes/only-ff-2.jpg","pilot_scenes/only-ff-1.jpg","pilot_scenes/only-tf-2.jpg","pilot_scenes/only-ff-2.jpg","1","345320","14541"
"d18tg2yua5","acceptability","slider","test","na","7","22","ft","arc","The circle, which is blue, is right of the triangle.","pilot_scenes/arc-ft-2.jpg","pilot_scenes/arc-tt-1.jpg","pilot_scenes/arc-ft-2.jpg","pilot_scenes/arc-tf-2.jpg","pilot_scenes/arc-ft-2.jpg","41","359077","13754"
"d18tg2yua5","acceptability","slider","test","na","8","23","tf","ana","The triangle is orange too.","pilot_scenes/ana-tf-2.jpg","pilot_scenes/ana-tf-2.jpg","pilot_scenes/ana-tt-1.jpg","pilot_scenes/ana-tt-2.jpg","pilot_scenes/ana-tf-1.jpg","55","371311","12229"
"d18tg2yua5","acceptability","slider","test","na","9","24","ft","def_ex","The blue circle is next to the triangle.","pilot_scenes/def_ex-ft-1.jpg","pilot_scenes/def_ex-ft-1.jpg","pilot_scenes/def_ex-tf-1.jpg","pilot_scenes/def_ex-ft-1.jpg","pilot_scenes/def_ex-ft-2.jpg","37","383332","12017"
"d18tg2yua5","acceptability","slider","test","na","10","25","tf","arc","The circle, which is blue, is right of the triangle.","pilot_scenes/arc-tf-2.jpg","pilot_scenes/arc-tf-2.jpg","pilot_scenes/arc-ft-1.jpg","pilot_scenes/arc-tf-1.jpg","pilot_scenes/arc-ft-1.jpg","40","393506","10170"
"d18tg2yua5","acceptability","slider","test","na","11","26","tt","def_ex","The blue circle is next to the triangle.","pilot_scenes/def_ex-tt-2.jpg","pilot_scenes/def_ex-ft-2.jpg","pilot_scenes/def_ex-tt-2.jpg","pilot_scenes/def_ex-ff-1.jpg","pilot_scenes/def_ex-tt-1.jpg","98","409260","15751"
"d18tg2yua5","acceptability","slider","test","na","12","27","ft","def_un","The circle is left of the triangle.","pilot_scenes/def_un-ft-1.jpg","pilot_scenes/def_un-ff-1.jpg","pilot_scenes/def_un-ft-1.jpg","pilot_scenes/def_un-tt-2.jpg","pilot_scenes/def_un-ft-1.jpg","3","423208","13944"
"d18tg2yua5","acceptability","slider","test","na","13","28","tt","only","Only the square is green.","pilot_scenes/only-tt-2.jpg","pilot_scenes/only-tf-1.jpg","pilot_scenes/only-tt-2.jpg","pilot_scenes/only-ft-2.jpg","pilot_scenes/only-ft-1.jpg","98","429578","6366"
"d18tg2yua5","acceptability","slider","test","na","14","29","ft","arc","The circle, which is blue, is right of the triangle.","pilot_scenes/arc-ft-1.jpg","pilot_scenes/arc-tt-2.jpg","pilot_scenes/arc-tt-2.jpg","pilot_scenes/arc-ft-1.jpg","pilot_scenes/arc-ft-2.jpg","37","439858","10278"
"d18tg2yua5","acceptability","slider","test","na","15","30","ff","def_ex","The blue circle is next to the triangle.","pilot_scenes/def_ex-ff-1.jpg","pilot_scenes/def_ex-ff-1.jpg","pilot_scenes/def_ex-tf-1.jpg","pilot_scenes/def_ex-ff-1.jpg","pilot_scenes/def_ex-ff-1.jpg","7","450559","10698"
"d18tg2yua5","acceptability","slider","test","na","16","31","tf","def_un","The circle is left of the triangle.","pilot_scenes/def_un-tf-2.jpg","pilot_scenes/def_un-tf-1.jpg","pilot_scenes/def_un-tf-1.jpg","pilot_scenes/def_un-tt-1.jpg","pilot_scenes/def_un-tf-2.jpg","64","463510","12947"
"d18tg2yua5","acceptability","slider","test","na","17","32","tt","only","Only the square is green.","pilot_scenes/only-tt-2.jpg","pilot_scenes/only-tf-1.jpg","pilot_scenes/only-ff-2.jpg","pilot_scenes/only-tt-2.jpg","pilot_scenes/only-tf-2.jpg","99","470764","7249"
"d18tg2yua5","acceptability","slider","test","na","18","33","ft","arc","The circle, which is blue, is right of the triangle.","pilot_scenes/arc-ft-2.jpg","pilot_scenes/arc-tf-2.jpg","pilot_scenes/arc-tt-1.jpg","pilot_scenes/arc-ft-2.jpg","pilot_scenes/arc-ff-1.jpg","36","484097","13329"
"d18tg2yua5","acceptability","slider","test","na","19","34","ff","ana","The triangle is orange too.","pilot_scenes/ana-ff-1.jpg","pilot_scenes/ana-ff-2.jpg","pilot_scenes/ana-tf-2.jpg","pilot_scenes/ana-ff-1.jpg","pilot_scenes/ana-ff-1.jpg","3","492493","8393"
"d18tg2yua5","acceptability","slider","test","na","20","35","ft","only","Only the square is green.","pilot_scenes/only-ft-2.jpg","pilot_scenes/only-tf-1.jpg","pilot_scenes/only-ff-1.jpg","pilot_scenes/only-ft-2.jpg","pilot_scenes/only-tf-1.jpg","5","498712","6215"
"d18tg2yua5","acceptability","slider","test","na","21","36","tf","con","The square is orange and is left of the circle.","pilot_scenes/con-tf-1.jpg","pilot_scenes/con-tt-2.jpg","pilot_scenes/con-tf-1.jpg","pilot_scenes/con-tt-1.jpg","pilot_scenes/con-tf-1.jpg","37","505216","6501"
"d18tg2yua5","acceptability","slider","test","na","22","37","tf","def_ex","The blue circle is next to the triangle.","pilot_scenes/def_ex-tf-1.jpg","pilot_scenes/def_ex-ff-2.jpg","pilot_scenes/def_ex-ff-1.jpg","pilot_scenes/def_ex-tf-1.jpg","pilot_scenes/def_ex-ft-2.jpg","43","514984","9764"
"d18tg2yua5","acceptability","slider","test","na","23","38","ff","con","The square is orange and is left of the circle.","pilot_scenes/con-ff-1.jpg","pilot_scenes/con-ft-2.jpg","pilot_scenes/con-ft-2.jpg","pilot_scenes/con-ff-1.jpg","pilot_scenes/con-tt-2.jpg","6","526362","11373"
"d18tg2yua5","acceptability","slider","test","na","24","39","ft","ana","The triangle is orange too.","pilot_scenes/ana-ft-1.jpg","pilot_scenes/ana-ft-1.jpg","pilot_scenes/ana-tt-2.jpg","pilot_scenes/ana-ft-1.jpg","pilot_scenes/ana-ft-1.jpg","13","534092","7727"
"d18tg2yua5","acceptability","slider","test","na","25","40","tf","con","The square is orange and is left of the circle.","pilot_scenes/con-tf-1.jpg","pilot_scenes/con-ff-1.jpg","pilot_scenes/con-ff-1.jpg","pilot_scenes/con-tf-1.jpg","pilot_scenes/con-tf-1.jpg","43","545129","11033"
"d18tg2yua5","acceptability","slider","test","na","26","41","tt","only","Only the square is green.","pilot_scenes/only-tt-2.jpg","pilot_scenes/only-tt-2.jpg","pilot_scenes/only-tt-2.jpg","pilot_scenes/only-tt-2.jpg","pilot_scenes/only-tf-2.jpg","92","554459","9326"
"d18tg2yua5","acceptability","slider","test","na","27","42","ff","ana","The triangle is orange too.","pilot_scenes/ana-ff-2.jpg","pilot_scenes/ana-ff-1.jpg","pilot_scenes/ana-ff-2.jpg","pilot_scenes/ana-tf-1.jpg","pilot_scenes/ana-tt-1.jpg","1","560251","5789"
"d18tg2yua5","acceptability","slider","test","na","28","43","tt","def_un","The circle is left of the triangle.","pilot_scenes/def_un-tt-2.jpg","pilot_scenes/def_un-tt-2.jpg","pilot_scenes/def_un-tf-1.jpg","pilot_scenes/def_un-tf-1.jpg","pilot_scenes/def_un-ff-2.jpg","89","570763","10508"
"d18tg2yua5","acceptability","slider","test","na","29","44","ft","def_un","The circle is left of the triangle.","pilot_scenes/def_un-ft-1.jpg","pilot_scenes/def_un-tf-2.jpg","pilot_scenes/def_un-ft-2.jpg","pilot_scenes/def_un-tt-1.jpg","pilot_scenes/def_un-ft-1.jpg","5","582275","11508"
"d18tg2yua5","acceptability","slider","test","na","30","45","tt","def_un","The circle is left of the triangle.","pilot_scenes/def_un-tt-1.jpg","pilot_scenes/def_un-tf-2.jpg","pilot_scenes/def_un-tt-1.jpg","pilot_scenes/def_un-ff-1.jpg","pilot_scenes/def_un-tf-2.jpg","90","591118","8838"
